281,3,0,10,50
282,1,0,0,0
282,2,1,5,65
282,3,0,10,80
283,1,1,0,0
283,2,0,5,20
283,3,0,20,35
284,1,0,0,0
284,2,1,5,20
284,3,0,15,35
285,1,0,0,0
285,2,1,5,50
285,3,0,20,65
286,1,0,0,0
286,2,1,10,5
286,3,0,15,50
287,1,0,0,0
287,2,1,15,5
287,3,0,20,20
288,1,0,0,0
288,2,1,10,35
288,3,0,15,65
289,1,1,0,0
289,2,0,10,20
289,3,0,15,65
290,1,1,0,0
290,2,0,15,20
290,3,0,20,50
291,1,0,0,0
291,2,1,5,50
291,3,0,10,65
292,1,0,0,0
292,2,1,10,5
292,3,0,15,35
293,1,1,0,0
293,2,0,5,5
293,3,0,20,20
294,1,0,0,0
294,2,1,5,35
294,3,0,15,50
295,1,1,0,0
295,2,0,10,35
295,3,0,20,50
296,1,1,0,0
296,2,0,15,5
296,3,0,20,65
297,1,0,0,0
297,2,0,5,20
297,3,1,10,50
298,1,0,0,0
298,2,0,5,50
298,3,1,15,65
299,1,0,0,0
299,2,1,10,20
299,3,0,20,35
300,1,0,0,0
300,2,0,5,65
300,3,1,15,80
301,1,0,0,0
301,2,0,10,5
301,3,1,15,20
302,1,0,0,0
302,2,1,15,5
302,3,0,20,35
303,1,0,0,0
303,2,0,5,35
303,3,1,20,50
304,1,0,0,0
304,2,0,5,5
304,3,1,10,65
305,1,0,0,0
305,2,1,10,20
305,3,0,15,65
306,1,0,0,0
306,2,0,15,20
306,3,1,20,50
307,1,0,0,0
307,2,1,5,50
307,3,0,10,65
308,1,0,0,0
308,2,1,10,5
308,3,0,15,35
309,1,0,0,0
309,2,1,5,5
309,3,0,20,20
310,1,0,0,0
310,2,1,5,35
310,3,0,15,50
311,1,0,0,0
311,2,1,10,35
311,3,0,20,50
312,1,0,0,0
312,2,1,15,5
312,3,0,20,65
313,1,1,0,0
313,2,0,5,20
313,3,0,10,50
314,1,0,0,0
314,2,0,5,50
314,3,1,15,65
315,1,0,0,0
315,2,0,10,20
315,3,1,20,35
316,1,0,0,0
316,2,0,5,65
316,3,1,15,80
317,1,0,0,0
317,2,1,10,5
317,3,0,15,20
318,1,0,0,0
318,2,0,15,5
318,3,1,20,35
319,1,0,0,0
319,2,0,5,35
319,3,1,20,50
320,1,0,0,0
320,2,0,5,5
320,3,1,10,65
321,1,0,0,0
321,2,0,5,5
321,3,1,10,50
322,1,0,0,0
322,2,0,5,65
322,3,1,10,80
323,1,0,0,0
323,2,1,5,20
323,3,0,20,35
324,1,0,0,0
324,2,1,5,20
324,3,0,15,35
325,1,0,0,0
325,2,1,5,50
325,3,0,20,65
326,1,0,0,0
326,2,0,10,5
326,3,1,15,50
327,1,1,0,0
327,2,0,15,5
327,3,0,20,20
328,1,0,0,0
328,2,0,10,35
328,3,1,15,65
329,1,0,0,0
329,2,1,5,5
329,3,0,10,50
330,1,1,0,0
330,2,0,5,65
330,3,0,10,80
331,1,0,0,0
331,2,0,5,20
331,3,1,20,35
332,1,1,0,0
332,2,0,5,20
332,3,0,15,35
333,1,1,0,0
333,2,0,5,50
333,3,0,20,65
334,1,0,0,0
334,2,1,10,5
334,3,0,15,50
335,1,1,0,0
335,2,0,15,5
335,3,0,20,20
336,1,1,0,0
336,2,0,10,35
336,3,0,15,65
337,1,0,0,0
337,2,0,5,5
337,3,1,10,50
338,1,0,0,0
338,2,0,5,65
338,3,1,10,80
339,1,0,0,0
339,2,0,5,20
339,3,1,20,35
340,1,0,0,0
340,2,0,5,20
340,3,1,15,35
341,1,0,0,0
341,2,0,5,50
341,3,1,20,65
342,1,0,0,0
342,2,0,10,5
342,3,1,15,50
343,1,0,0,0
343,2,0,15,5
343,3,1,20,20
344,1,0,0,0
344,2,0,10,35
344,3,1,15,65
345,1,0,0,0
345,2,0,10,20
345,3,1,15,65
346,1,0,0,0
346,2,1,15,20
346,3,0,20,50
347,1,0,0,0
347,2,0,5,50
347,3,1,10,65
348,1,0,0,0
348,2,0,10,5
348,3,1,15,35
349,1,0,0,0
349,2,1,5,5
349,3,0,20,20
350,1,0,0,0
350,2,0,5,35
350,3,1,15,50
351,1,0,0,0
351,2,1,10,35
351,3,0,20,50
352,1,1,0,0
352,2,0,15,5
352,3,0,20,65
353,1,0,0,0
353,2,0,5,20
353,3,1,10,50
354,1,0,0,0
354,2,1,5,50
354,3,0,15,65
355,1,0,0,0
355,2,1,10,20
355,3,0,20,35
356,1,0,0,0
356,2,0,5,65
356,3,1,15,80
357,1,0,0,0
357,2,0,10,5
357,3,1,15,20
358,1,0,0,0
358,2,0,15,5
358,3,1,20,35
359,1,0,0,0
359,2,0,5,35
359,3,1,20,50
360,1,0,0,0
360,2,0,5,5
360,3,1,10,65
361,1,0,0,0
361,2,0,5,5
361,3,1,10,50
362,1,0,0,0
362,2,0,5,65
362,3,1,10,80
363,1,0,0,0
